location,commodity,acres,yield,price,unit,price_unit
53007,"HAY, ALFALFA, NON-IRRIGATED",545,0.90,186.25,TONS / ACRE,$ / TON
30081,"BARLEY, IRRIGATED",746,75.96,5.28,BU / ACRE,$ / BU
16047,"WHEAT, WINTER",5339,109.51,6.29,BU / ACRE,$ / BU
53071,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",905,3.68,190.25,TONS / ACRE,$ / TON
16083,"BEANS, DRY EDIBLE, IRRIGATED",27777,2420.00,0.326,LB / ACRE,$ / LB
06017,"CORN, GRAIN, NON-IRRIGATED",0,191.70,5.19,BU / ACRE,$ / BU
16063,BARLEY,3914,119.20,5.33,BU / ACRE,$ / BU
53075,LENTILS,40368,1262.50,0.296,LB / ACRE,$ / LB
06067,"CORN, SILAGE, NON-IRRIGATED",727,21.83,5.190,TONS / ACRE,$ / TON
06109,POTATOES,1,408.50,13.44,CWT / ACRE,$ / CWT
06021,"WHEAT, WINTER, NON-IRRIGATED",0,60.53,5.77,BU / ACRE,$ / BU
06099,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",1902,5.80,179.50,TONS / ACRE,$ / TON
30035,OATS,91,44.04,3.00,BU / ACRE,$ / BU
53073,POTATOES,2953,363.67,7.45,CWT / ACRE,$ / CWT
16039,"SUGARBEETS, IRRIGATED",4855,34.75,48.40,TONS / ACRE,$ / TON
06021,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",1445,2.63,179.50,TONS / ACRE,$ / TON
16045,"OATS, NON-IRRIGATED",0,57.19,2.80,BU / ACRE,$ / BU
41063,"WHEAT, WINTER, NON-IRRIGATED",5407,45.54,6.72,BU / ACRE,$ / BU
41067,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",5314,2.30,189.38,TONS / ACRE,$ / TON
06095,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",2783,3.71,179.50,TONS / ACRE,$ / TON
16001,"HAYLAGE, (EXCL ALFALFA), IRRIGATED",605,9.97,27.300,TONS / ACRE,$ / TON
41043,"HAYLAGE, (EXCL ALFALFA), NON-IRRIGATED",1028,5.41,37.276,TONS / ACRE,$ / TON
53077,BARLEY,268,108.03,4.11,BU / ACRE,$ / BU
16059,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",1040,1.40,171.63,TONS / ACRE,$ / TON
41001,"CORN, SILAGE, NON-IRRIGATED",0,12.66,5.300,TONS / ACRE,$ / TON
41017,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",508,2.13,189.38,TONS / ACRE,$ / TON
16031,"HAYLAGE, (EXCL ALFALFA), IRRIGATED",2104,13.78,27.300,TONS / ACRE,$ / TON
16027,"CORN, SILAGE, NON-IRRIGATED",0,28.77,5.240,TONS / ACRE,$ / TON
53025,"BEANS, DRY EDIBLE, IRRIGATED",20467,2700.00,0.346,LB / ACRE,$ / LB
16087,"SUGARBEETS, NON-IRRIGATED",0,36.93,48.40,TONS / ACRE,$ / TON
41023,"HAY, ALFALFA, NON-IRRIGATED",1442,1.38,190.00,TONS / ACRE,$ / TON
53061,"CORN, SILAGE, IRRIGATED",690,26.54,5.380,TONS / ACRE,$ / TON
53077,"BEANS, DRY EDIBLE, NON-IRRIGATED",0,1670.00,0.346,LB / ACRE,$ / LB
53025,"BEANS, DRY EDIBLE, IRRIGATED",20467,2427.14,0.346,LB / ACRE,$ / LB
53071,"HAY, ALFALFA, IRRIGATED",9350,6.76,186.25,TONS / ACRE,$ / TON
41045,"SUGARBEETS, IRRIGATED",9478,32.70,48.40,TONS / ACRE,$ / TON
16021,OATS,56,66.42,2.80,BU / ACRE,$ / BU
53063,POTATOES,24,427.00,7.45,CWT / ACRE,$ / CWT
41027,"HAYLAGE, (EXCL ALFALFA), NON-IRRIGATED",0,3.47,37.276,TONS / ACRE,$ / TON
06067,"HAY, ALFALFA, IRRIGATED",8480,6.81,189.00,TONS / ACRE,$ / TON
16009,LENTILS,8684,1150.00,0.288,LB / ACRE,$ / LB
53037,POTATOES,424,630.25,7.45,CWT / ACRE,$ / CWT
53049,"HAYLAGE, (EXCL ALFALFA), NON-IRRIGATED",681,5.91,40.426,TONS / ACRE,$ / TON
16075,"BARLEY, IRRIGATED",178,104.00,5.33,BU / ACRE,$ / BU
41071,"BEANS, DRY EDIBLE",3,,0.358,LB / ACRE,$ / LB
41001,OATS,257,93.05,3.40,BU / ACRE,$ / BU
06077,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",3250,4.43,179.50,TONS / ACRE,$ / TON
41043,"HAYLAGE, ALFALFA, IRRIGATED",59,6.06,38.000,TONS / ACRE,$ / TON
41067,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",475,2.83,189.38,TONS / ACRE,$ / TON
16009,BARLEY,2542,67.30,5.33,BU / ACRE,$ / BU
41071,"HAY, ALFALFA, IRRIGATED",317,5.24,190.00,TONS / ACRE,$ / TON
06103,"CORN, SILAGE, NON-IRRIGATED",675,24.30,5.190,TONS / ACRE,$ / TON
06047,"CORN, SILAGE, NON-IRRIGATED",3804,23.74,5.190,TONS / ACRE,$ / TON
16067,"CORN, SILAGE, NON-IRRIGATED",0,27.50,5.240,TONS / ACRE,$ / TON
41021,BARLEY,7053,29.30,4.21,BU / ACRE,$ / BU
53061,"BEANS, DRY EDIBLE",3,1765.00,0.346,LB / ACRE,$ / LB
53057,"HAYLAGE, (EXCL ALFALFA), IRRIGATED",228,13.77,40.426,TONS / ACRE,$ / TON
41043,OATS,1077,91.12,3.40,BU / ACRE,$ / BU
06113,"WHEAT, WINTER, IRRIGATED",25361,84.02,5.77,BU / ACRE,$ / BU
16069,"WHEAT, WINTER",66139,70.25,6.29,BU / ACRE,$ / BU
06005,"HAY, ALFALFA, IRRIGATED",1546,5.16,189.00,TONS / ACRE,$ / TON
06097,"HAYLAGE, ALFALFA, IRRIGATED",493,10.07,37.800,TONS / ACRE,$ / TON
16037,"CORN, SILAGE, NON-IRRIGATED",0,26.88,5.240,TONS / ACRE,$ / TON
16075,"CORN, SILAGE, NON-IRRIGATED",0,27.53,5.240,TONS / ACRE,$ / TON
16055,"OATS, IRRIGATED",400,66.35,2.80,BU / ACRE,$ / BU
16049,"HAY, ALFALFA, IRRIGATED",521,3.22,174.38,TONS / ACRE,$ / TON
16073,"OATS, IRRIGATED",620,87.25,2.80,BU / ACRE,$ / BU
16047,POTATOES,6841,461.50,7.20,CWT / ACRE,$ / CWT
53025,"BEANS, DRY EDIBLE, NON-IRRIGATED",958,2427.14,0.346,LB / ACRE,$ / LB
41059,"BARLEY, NON-IRRIGATED",1471,38.55,4.21,BU / ACRE,$ / BU
30081,"OATS, IRRIGATED",42,110.37,3.00,BU / ACRE,$ / BU
16057,OATS,56,68.59,2.80,BU / ACRE,$ / BU
06017,"BEANS, DRY EDIBLE, NON-IRRIGATED",0,,0.549,LB / ACRE,$ / LB
06033,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",236,4.06,179.50,TONS / ACRE,$ / TON
16031,"HAYLAGE, ALFALFA, IRRIGATED",15768,8.54,34.876,TONS / ACRE,$ / TON
41043,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",10345,1.97,189.38,TONS / ACRE,$ / TON
53051,"HAY, ALFALFA, NON-IRRIGATED",1544,1.10,186.25,TONS / ACRE,$ / TON
16039,"WHEAT, WINTER, IRRIGATED",10995,99.16,6.29,BU / ACRE,$ / BU
06055,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",77,1.55,179.50,TONS / ACRE,$ / TON
30073,"HAY, ALFALFA, NON-IRRIGATED",12761,0.98,110.50,TONS / ACRE,$ / TON
16021,BARLEY,2613,71.75,5.33,BU / ACRE,$ / BU
41009,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",2220,1.84,189.38,TONS / ACRE,$ / TON
41063,"BARLEY, IRRIGATED",1424,123.87,4.21,BU / ACRE,$ / BU
30053,"HAY, ALFALFA, NON-IRRIGATED",1135,1.30,110.50,TONS / ACRE,$ / TON
06099,BARLEY,415,69.15,5.09,BU / ACRE,$ / BU
06105,"HAYLAGE, (EXCL ALFALFA), IRRIGATED",16,0.75,29.626,TONS / ACRE,$ / TON
16021,POTATOES,8,395.00,7.20,CWT / ACRE,$ / CWT
16027,"HAY, ALFALFA",39820,5.38,174.38,TONS / ACRE,$ / TON
16021,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",2614,2.31,171.63,TONS / ACRE,$ / TON
16073,"CORN, GRAIN, IRRIGATED",21055,191.15,5.24,BU / ACRE,$ / BU
53067,"HAYLAGE, (EXCL ALFALFA), IRRIGATED",813,12.01,40.426,TONS / ACRE,$ / TON
30061,"HAY, ALFALFA, IRRIGATED",459,1.76,110.50,TONS / ACRE,$ / TON
16027,"BEANS, DRY EDIBLE, IRRIGATED",12148,2600.00,0.326,LB / ACRE,$ / LB
53077,"CORN, GRAIN, IRRIGATED",14303,210.00,5.38,BU / ACRE,$ / BU
16059,"HAYLAGE, (EXCL ALFALFA), IRRIGATED",600,1.55,27.300,TONS / ACRE,$ / TON
06103,"HAY, ALFALFA, IRRIGATED",3486,5.43,189.00,TONS / ACRE,$ / TON
16047,"CORN, SILAGE, NON-IRRIGATED",0,29.40,5.240,TONS / ACRE,$ / TON
06093,"HAY, ALFALFA, NON-IRRIGATED",4845,2.05,189.00,TONS / ACRE,$ / TON
41051,"HAYLAGE, ALFALFA, IRRIGATED",11,10.22,38.000,TONS / ACRE,$ / TON
53053,"CORN, GRAIN",3,71.00,5.38,BU / ACRE,$ / BU
53057,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",341,6.71,190.25,TONS / ACRE,$ / TON
41065,"HAY, ALFALFA, IRRIGATED",2331,4.17,190.00,TONS / ACRE,$ / TON
30063,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",2903,1.33,109.38,TONS / ACRE,$ / TON
30029,"HAY, ALFALFA, NON-IRRIGATED",10382,2.18,110.50,TONS / ACRE,$ / TON
41071,"BEANS, DRY EDIBLE",3,2231.25,0.358,LB / ACRE,$ / LB
41067,"SUGARBEETS, NON-IRRIGATED",0,35.73,48.40,TONS / ACRE,$ / TON
53065,"WHEAT, WINTER",7380,47.47,6.49,BU / ACRE,$ / BU
16057,LENTILS,12652,1150.00,0.288,LB / ACRE,$ / LB
06019,"BARLEY, NON-IRRIGATED",4055,36.17,5.09,BU / ACRE,$ / BU
30081,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",745,1.35,109.38,TONS / ACRE,$ / TON
41045,POTATOES,2678,470.00,8.11,CWT / ACRE,$ / CWT
41043,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",633,2.43,189.38,TONS / ACRE,$ / TON
16031,"CORN, SILAGE, NON-IRRIGATED",0,27.40,5.240,TONS / ACRE,$ / TON
16053,"BEANS, DRY EDIBLE, NON-IRRIGATED",602,2482.50,0.326,LB / ACRE,$ / LB
41033,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",892,1.49,189.38,TONS / ACRE,$ / TON
16027,"WHEAT, WINTER, NON-IRRIGATED",35,26.00,6.29,BU / ACRE,$ / BU
06047,"BEANS, DRY EDIBLE, LIMA, IRRIGATED",807,2250.00,0.549,LB / ACRE,$ / LB
16087,"HAY, ALFALFA, IRRIGATED",18363,4.23,174.38,TONS / ACRE,$ / TON
16073,"HAYLAGE, (EXCL ALFALFA), IRRIGATED",530,9.78,27.300,TONS / ACRE,$ / TON
16017,POTATOES,6,395.00,7.20,CWT / ACRE,$ / CWT
30039,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",5732,1.68,109.38,TONS / ACRE,$ / TON
06057,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",139,0.91,179.50,TONS / ACRE,$ / TON
16031,"CORN, GRAIN, NON-IRRIGATED",0,162.67,5.24,BU / ACRE,$ / BU
16039,"BEANS, DRY EDIBLE, NON-IRRIGATED",0,2250.00,0.326,LB / ACRE,$ / LB
41051,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",34,1.81,189.38,TONS / ACRE,$ / TON
41009,"HAYLAGE, ALFALFA, NON-IRRIGATED",0,1.48,38.000,TONS / ACRE,$ / TON
53015,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",1852,1.96,190.25,TONS / ACRE,$ / TON
16027,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",4101,1.78,171.63,TONS / ACRE,$ / TON
53013,"HAY, ALFALFA, IRRIGATED",601,4.12,186.25,TONS / ACRE,$ / TON
16083,POTATOES,5492,465.20,7.20,CWT / ACRE,$ / CWT
30047,POTATOES,1353,338.60,11.71,CWT / ACRE,$ / CWT
41053,"HAYLAGE, (EXCL ALFALFA)",2607,7.69,37.276,TONS / ACRE,$ / TON
06011,"BEANS, DRY EDIBLE, NON-IRRIGATED",0,1881.33,0.549,LB / ACRE,$ / LB
06061,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",2133,2.03,179.50,TONS / ACRE,$ / TON
16031,"SUGARBEETS, NON-IRRIGATED",0,32.80,48.40,TONS / ACRE,$ / TON
30061,"HAY, ALFALFA, NON-IRRIGATED",576,1.40,110.50,TONS / ACRE,$ / TON
06041,"HAYLAGE, (EXCL ALFALFA), IRRIGATED",400,14.17,29.626,TONS / ACRE,$ / TON
53015,"CORN, SILAGE",601,23.03,5.380,TONS / ACRE,$ / TON
30099,"BARLEY, NON-IRRIGATED",35449,31.12,5.28,BU / ACRE,$ / BU
53011,POTATOES,10,380.00,7.45,CWT / ACRE,$ / CWT
06081,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",40,4.72,179.50,TONS / ACRE,$ / TON
41071,BARLEY,282,70.00,4.21,BU / ACRE,$ / BU
16049,LENTILS,247,1150.00,0.288,LB / ACRE,$ / LB
06019,"CORN, SILAGE, IRRIGATED",31346,24.29,5.190,TONS / ACRE,$ / TON
06099,"BEANS, DRY EDIBLE, IRRIGATED",8123,2232.00,0.549,LB / ACRE,$ / LB
41005,"HAY, ALFALFA, IRRIGATED",775,3.96,190.00,TONS / ACRE,$ / TON
53009,"HAYLAGE, (EXCL ALFALFA)",75,7.00,40.426,TONS / ACRE,$ / TON
53001,"BEANS, DRY EDIBLE, NON-IRRIGATED",0,2410.00,0.346,LB / ACRE,$ / LB
41013,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",7840,3.04,189.38,TONS / ACRE,$ / TON
06021,"BEANS, DRY EDIBLE, IRRIGATED",1455,2269.00,0.549,LB / ACRE,$ / LB
06049,"HAY, ALFALFA, IRRIGATED",48591,4.36,189.00,TONS / ACRE,$ / TON
41055,"WHEAT, WINTER",122133,50.00,6.72,BU / ACRE,$ / BU
30099,"HAY, ALFALFA, IRRIGATED",20611,3.05,110.50,TONS / ACRE,$ / TON
41035,"OATS, NON-IRRIGATED",1021,87.30,3.40,BU / ACRE,$ / BU
53025,"BEANS, DRY EDIBLE, LIMA",958,,0.346,LB / ACRE,$ / LB
16001,"BEANS, DRY EDIBLE, NON-IRRIGATED",0,2460.00,0.326,LB / ACRE,$ / LB
16031,"HAY, ALFALFA, NON-IRRIGATED",1928,1.14,174.38,TONS / ACRE,$ / TON
53009,BARLEY,428,87.49,4.11,BU / ACRE,$ / BU
16037,"CORN, SILAGE, IRRIGATED",190,27.03,5.240,TONS / ACRE,$ / TON
06115,OATS,21,53.57,3.57,BU / ACRE,$ / BU
41071,"HAYLAGE, ALFALFA, NON-IRRIGATED",405,6.92,38.000,TONS / ACRE,$ / TON
53039,"WHEAT, WINTER, NON-IRRIGATED",18927,32.56,6.49,BU / ACRE,$ / BU
06113,"OATS, IRRIGATED",335,149.62,3.57,BU / ACRE,$ / BU
41005,OATS,595,70.65,3.40,BU / ACRE,$ / BU
53021,"BEANS, DRY EDIBLE, IRRIGATED",3233,2700.00,0.346,LB / ACRE,$ / LB
06019,"CORN, SILAGE, NON-IRRIGATED",1092,21.89,5.190,TONS / ACRE,$ / TON
06013,"HAY, ALFALFA, IRRIGATED",4476,5.57,189.00,TONS / ACRE,$ / TON
16027,"CORN, GRAIN, IRRIGATED",29887,191.15,5.24,BU / ACRE,$ / BU
16027,"OATS, IRRIGATED",741,117.03,2.80,BU / ACRE,$ / BU
06089,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",5684,3.83,179.50,TONS / ACRE,$ / TON
16057,"BEANS, DRY EDIBLE",24864,1390.00,0.326,LB / ACRE,$ / LB
41049,BARLEY,1000,38.36,4.21,BU / ACRE,$ / BU
16059,"HAY, ALFALFA, NON-IRRIGATED",1944,0.78,174.38,TONS / ACRE,$ / TON
30099,POTATOES,17,325.63,11.71,CWT / ACRE,$ / CWT
41001,"HAY, ALFALFA, IRRIGATED",20972,3.94,190.00,TONS / ACRE,$ / TON
41049,"WHEAT, WINTER, IRRIGATED",4253,126.21,6.72,BU / ACRE,$ / BU
53009,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",789,4.87,190.25,TONS / ACRE,$ / TON
41001,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",3723,1.72,189.38,TONS / ACRE,$ / TON
41029,"BARLEY, IRRIGATED",64,117.86,4.21,BU / ACRE,$ / BU
06077,"HAYLAGE, ALFALFA, NON-IRRIGATED",1300,5.51,37.800,TONS / ACRE,$ / TON
53033,OATS,18,118.50,2.98,BU / ACRE,$ / BU
41067,"HAY, ALFALFA, IRRIGATED",418,4.94,190.00,TONS / ACRE,$ / TON
06013,"CORN, GRAIN, IRRIGATED",1851,186.07,5.19,BU / ACRE,$ / BU
06067,"CORN, GRAIN, IRRIGATED",15372,186.07,5.19,BU / ACRE,$ / BU
53057,"WHEAT, WINTER",6471,76.31,6.49,BU / ACRE,$ / BU
16075,"BEANS, DRY EDIBLE, IRRIGATED",1800,2600.00,0.326,LB / ACRE,$ / LB
16045,"BEANS, DRY EDIBLE, IRRIGATED",427,2600.00,0.326,LB / ACRE,$ / LB
06093,"HAY, ALFALFA, IRRIGATED",54519,4.64,189.00,TONS / ACRE,$ / TON
06017,"CORN, GRAIN, IRRIGATED",18,186.07,5.19,BU / ACRE,$ / BU
41065,POTATOES,3,689.83,8.11,CWT / ACRE,$ / CWT
16039,"CORN, SILAGE, NON-IRRIGATED",0,28.75,5.240,TONS / ACRE,$ / TON
16067,"SUGARBEETS, NON-IRRIGATED",0,32.20,48.40,TONS / ACRE,$ / TON
06095,"CORN, GRAIN, NON-IRRIGATED",284,190.13,5.19,BU / ACRE,$ / BU
16073,"BEANS, DRY EDIBLE, IRRIGATED",3438,2355.00,0.326,LB / ACRE,$ / LB
53073,"HAYLAGE, ALFALFA, IRRIGATED",242,14.60,37.250,TONS / ACRE,$ / TON
53053,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",3041,2.22,190.25,TONS / ACRE,$ / TON
16001,"BEANS, DRY EDIBLE, IRRIGATED",1803,2600.00,0.326,LB / ACRE,$ / LB
06057,"CORN, GRAIN, NON-IRRIGATED",0,191.70,5.19,BU / ACRE,$ / BU
06049,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",14043,2.54,179.50,TONS / ACRE,$ / TON
16075,"SUGARBEETS, IRRIGATED",1739,34.75,48.40,TONS / ACRE,$ / TON
16047,"SUGARBEETS, IRRIGATED",3300,34.75,48.40,TONS / ACRE,$ / TON
06021,"HAYLAGE, (EXCL ALFALFA), NON-IRRIGATED",985,10.88,29.626,TONS / ACRE,$ / TON
41067,"OATS, NON-IRRIGATED",2668,81.53,3.40,BU / ACRE,$ / BU
41001,"HAY, ALFALFA, NON-IRRIGATED",4772,2.18,190.00,TONS / ACRE,$ / TON
41045,OATS,189,106.31,3.40,BU / ACRE,$ / BU
16039,"HAY, ALFALFA, NON-IRRIGATED",10403,0.78,174.38,TONS / ACRE,$ / TON
06045,"HAYLAGE, (EXCL ALFALFA), IRRIGATED",21,8.94,29.626,TONS / ACRE,$ / TON
53065,POTATOES,35,427.00,7.45,CWT / ACRE,$ / CWT
41031,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",155,3.16,189.38,TONS / ACRE,$ / TON
30047,"BARLEY, IRRIGATED",1148,71.69,5.28,BU / ACRE,$ / BU
06101,POTATOES,1,408.50,13.44,CWT / ACRE,$ / CWT
53017,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",279,4.23,190.25,TONS / ACRE,$ / TON
53057,"HAYLAGE, ALFALFA, IRRIGATED",126,8.05,37.250,TONS / ACRE,$ / TON
41035,"BARLEY, IRRIGATED",11072,120.13,4.21,BU / ACRE,$ / BU
53005,"HAYLAGE, ALFALFA",152,12.95,37.250,TONS / ACRE,$ / TON
41043,"HAY, ALFALFA, NON-IRRIGATED",262,2.49,190.00,TONS / ACRE,$ / TON
41047,"CORN, SILAGE",5228,23.68,5.300,TONS / ACRE,$ / TON
16001,"OATS, NON-IRRIGATED",0,65.27,2.80,BU / ACRE,$ / BU
30035,"WHEAT, WINTER, NON-IRRIGATED",36585,31.92,6.39,BU / ACRE,$ / BU
41035,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",4817,2.04,189.38,TONS / ACRE,$ / TON
06035,"HAYLAGE, ALFALFA, NON-IRRIGATED",0,0.68,37.800,TONS / ACRE,$ / TON
53061,"WHEAT, WINTER",1131,65.79,6.49,BU / ACRE,$ / BU
53047,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",1447,1.53,190.25,TONS / ACRE,$ / TON
06047,"OATS, NON-IRRIGATED",1478,63.10,3.57,BU / ACRE,$ / BU
16047,"SUGARBEETS, NON-IRRIGATED",0,37.48,48.40,TONS / ACRE,$ / TON
41059,"HAYLAGE, (EXCL ALFALFA)",406,9.11,37.276,TONS / ACRE,$ / TON
41061,"CORN, GRAIN, NON-IRRIGATED",50,41.14,5.30,BU / ACRE,$ / BU
06077,"HAY, ALFALFA, IRRIGATED",44995,6.75,189.00,TONS / ACRE,$ / TON
16049,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",45,2.00,171.63,TONS / ACRE,$ / TON
41029,"BEANS, DRY EDIBLE, NON-IRRIGATED",0,,0.358,LB / ACRE,$ / LB
41033,"CORN, GRAIN, NON-IRRIGATED",0,74.40,5.30,BU / ACRE,$ / BU
53001,"CORN, SILAGE, NON-IRRIGATED",0,18.94,5.380,TONS / ACRE,$ / TON
53031,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",1266,1.21,190.25,TONS / ACRE,$ / TON
53067,"HAYLAGE, ALFALFA, NON-IRRIGATED",135,2.23,37.250,TONS / ACRE,$ / TON
53015,BARLEY,802,95.87,4.11,BU / ACRE,$ / BU
41005,"CORN, SILAGE, NON-IRRIGATED",33,10.25,5.300,TONS / ACRE,$ / TON
06047,"BEANS, DRY EDIBLE, LIMA, NON-IRRIGATED",0,2250.00,0.549,LB / ACRE,$ / LB
53009,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",1379,1.92,190.25,TONS / ACRE,$ / TON
41017,POTATOES,8,442.20,8.11,CWT / ACRE,$ / CWT
53077,"CORN, SILAGE, IRRIGATED",31879,27.52,5.380,TONS / ACRE,$ / TON
53021,"CORN, SILAGE, NON-IRRIGATED",0,22.50,5.380,TONS / ACRE,$ / TON
16063,"CORN, SILAGE, IRRIGATED",12348,27.03,5.240,TONS / ACRE,$ / TON
30047,"OATS, IRRIGATED",490,82.02,3.00,BU / ACRE,$ / BU
16045,"CORN, SILAGE, IRRIGATED",1320,27.03,5.240,TONS / ACRE,$ / TON
41051,"HAYLAGE, (EXCL ALFALFA)",58,1.93,37.276,TONS / ACRE,$ / TON
16057,BARLEY,14460,60.83,5.33,BU / ACRE,$ / BU
06099,"CORN, SILAGE, NON-IRRIGATED",1215,23.93,5.190,TONS / ACRE,$ / TON
16003,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",510,1.52,171.63,TONS / ACRE,$ / TON
16045,"HAY, ALFALFA, IRRIGATED",10359,4.28,174.38,TONS / ACRE,$ / TON
53019,"HAYLAGE, (EXCL ALFALFA)",350,8.49,40.426,TONS / ACRE,$ / TON
06101,"HAY, ALFALFA, IRRIGATED",6196,6.14,189.00,TONS / ACRE,$ / TON
41069,"HAY, ALFALFA, NON-IRRIGATED",634,1.70,190.00,TONS / ACRE,$ / TON
16031,"HAYLAGE, ALFALFA, NON-IRRIGATED",0,3.31,34.876,TONS / ACRE,$ / TON
06103,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",998,1.26,179.50,TONS / ACRE,$ / TON
53065,"HAY, ALFALFA, NON-IRRIGATED",26318,1.55,186.25,TONS / ACRE,$ / TON
06019,"HAYLAGE, ALFALFA",10784,5.99,37.800,TONS / ACRE,$ / TON
06039,"HAY, ALFALFA, NON-IRRIGATED",637,3.20,189.00,TONS / ACRE,$ / TON
30049,POTATOES,11,348.67,11.71,CWT / ACRE,$ / CWT
30073,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",3361,1.47,109.38,TONS / ACRE,$ / TON
06099,"HAY, ALFALFA, IRRIGATED",22538,7.11,189.00,TONS / ACRE,$ / TON
41059,"WHEAT, WINTER, IRRIGATED",21132,93.05,6.72,BU / ACRE,$ / BU
06099,"WHEAT, WINTER, NON-IRRIGATED",912,57.83,5.77,BU / ACRE,$ / BU
30023,"HAY, ALFALFA",3164,3.39,110.50,TONS / ACRE,$ / TON
06011,"CORN, GRAIN, IRRIGATED",5799,186.07,5.19,BU / ACRE,$ / BU
06035,"HAYLAGE, ALFALFA, IRRIGATED",5,1.00,37.800,TONS / ACRE,$ / TON
30073,"HAY, ALFALFA, IRRIGATED",14880,2.82,110.50,TONS / ACRE,$ / TON
16047,POTATOES,6840,461.50,7.20,CWT / ACRE,$ / CWT
53033,"HAYLAGE, ALFALFA",376,6.61,37.250,TONS / ACRE,$ / TON
06089,"CORN, GRAIN, NON-IRRIGATED",0,183.25,5.19,BU / ACRE,$ / BU
06095,"WHEAT, WINTER, NON-IRRIGATED",12701,54.57,5.77,BU / ACRE,$ / BU
41045,"HAYLAGE, ALFALFA, IRRIGATED",1321,7.78,38.000,TONS / ACRE,$ / TON
53025,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",20012,6.19,190.25,TONS / ACRE,$ / TON
53043,"BEANS, DRY EDIBLE, NON-IRRIGATED",0,1780.00,0.346,LB / ACRE,$ / LB
06089,"CORN, GRAIN, IRRIGATED",60,186.07,5.19,BU / ACRE,$ / BU
41035,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",11975,2.52,189.38,TONS / ACRE,$ / TON
06095,"HAYLAGE, (EXCL ALFALFA), IRRIGATED",1538,7.51,29.626,TONS / ACRE,$ / TON
41049,"HAY, ALFALFA, IRRIGATED",14811,5.47,190.00,TONS / ACRE,$ / TON
53001,"HAY, ALFALFA",15144,6.11,186.25,TONS / ACRE,$ / TON
41065,"BARLEY, NON-IRRIGATED",1713,46.36,4.21,BU / ACRE,$ / BU
