commodity,location,year,reported,irrigated_acres,total_acres,total_production,unit
"HAY, SMALL GRAIN",06019,1997,f,7198,8823,,
"HAY, TAME",06019,1997,f,2154,2520,,
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",06019,1997,f,2154,2520,,
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",06019,1997,t,2154,2520,,
"HAY, WILD",06019,1997,f,219,1023,,
"HAY, WILD",06019,1997,t,219,1023,,
HERBS,06019,1997,f,,39,,
"HERBS, FRESH CUT",06019,1997,f,,39,,
"HERBS, FRESH CUT",06019,1997,t,,39,,
HORTICULTURE TOTALS,06019,1997,f,1102,1102,,
"HORTICULTURE TOTALS, (EXCL CUT TREES)",06019,1997,f,1102,1102,,
"HORTICULTURE TOTALS, (EXCL CUT TREES), IN THE OPEN",06019,1997,f,1102,1102,,
"HORTICULTURE TOTALS, (EXCL CUT TREES), IN THE OPEN",06019,1997,t,1102,1102,,
LEGUMES,06019,1997,f,17156,17156,,
"LEGUMES, ALFALFA",06019,1997,f,17156,17156,,
"LEGUMES, ALFALFA, SEED",06019,1997,f,17156,17156,,
"LEGUMES, ALFALFA, SEED",06019,1997,t,17156,17156,,
LETTUCE,06019,1997,f,,10460,,
LETTUCE,06019,1997,t,,10460,,
MELONS,06019,1997,f,,35237,,
"MELONS, CANTALOUP",06019,1997,t,,27457,,
"MELONS, CANTALOUP",06019,1997,f,,27457,,
"MELONS, HONEYDEW",06019,1997,t,,6686,,
"MELONS, HONEYDEW",06019,1997,f,,6686,,
"MELONS, WATERMELON",06019,1997,t,,1094,,
"MELONS, WATERMELON",06019,1997,f,,1094,,
NURSERY TOTALS,06019,1997,f,,387,,
"NURSERY TOTALS, IN THE OPEN",06019,1997,f,,387,,
"NURSERY TOTALS, IN THE OPEN",06019,1997,t,,387,,
OATS,06019,1997,f,1246,1740,,
OATS,06019,1997,t,1246,1740,,
OKRA,06019,1997,f,,17,,
OKRA,06019,1997,t,,17,,
ONIONS,06019,1997,f,,12441,,
"ONIONS, DRY",06019,1997,f,,11878,,
"ONIONS, DRY",06019,1997,t,,11878,,
"ONIONS, GREEN",06019,1997,f,,563,,
"ONIONS, GREEN",06019,1997,t,,563,,
PEAS,06019,1997,f,,49,,
"PEAS, CHINESE (SUGAR & SNOW)",06019,1997,t,,44,,
"PEAS, CHINESE (SUGAR & SNOW)",06019,1997,f,,44,,
"PEAS, GREEN",06019,1997,f,,5,,
"PEAS, GREEN, (EXCL SOUTHERN)",06019,1997,t,,5,,
"PEAS, GREEN, (EXCL SOUTHERN)",06019,1997,f,,5,,
RADISHES,06019,1997,t,,249,,
RADISHES,06019,1997,f,,249,,
RICE,06019,1997,f,4653,4653,,
RICE,06019,1997,t,4653,4653,,
SAFFLOWER,06019,1997,t,1662,2261,,
SAFFLOWER,06019,1997,f,1662,2261,,
SQUASH,06019,1997,f,,1289,,
SQUASH,06019,1997,t,,1289,,
STRAWBERRIES,06019,1997,t,,179,,
STRAWBERRIES,06019,1997,f,,179,,
SUGARBEETS,06019,1997,t,15069,15069,,
SUGARBEETS,06019,1997,f,15069,15069,,
SWEET CORN,06019,1997,t,,3501,,
SWEET CORN,06019,1997,f,,3501,,
SWEET POTATOES,06019,1997,t,527,527,,
SWEET POTATOES,06019,1997,f,527,527,,
TOMATOES,06019,1997,f,,80033,,
"TOMATOES, IN THE OPEN",06019,1997,f,,80033,,
"TOMATOES, IN THE OPEN",06019,1997,t,,80033,,
TURNIPS,06019,1997,f,,155,,
TURNIPS,06019,1997,t,,155,,
"VEGETABLES, MIXED",06019,1997,f,,318,,
"VEGETABLES, MIXED, VEGETABLES",06019,1997,f,,318,,
"VEGETABLES, MIXED, VEGETABLES, MIXED",06019,1997,t,,318,,
"VEGETABLES, MIXED, VEGETABLES, MIXED",06019,1997,f,,318,,
"VEGETABLES, OTHER",06019,1997,f,,1365,,
"VEGETABLES, OTHER, VEGETABLES",06019,1997,f,,1365,,
"VEGETABLES, OTHER, VEGETABLES, OTHER",06019,1997,f,,1365,,
"VEGETABLES, OTHER, VEGETABLES, OTHER",06019,1997,t,,1365,,
VEGETABLE TOTALS,06019,1997,f,175153,179171,,
"VEGETABLE TOTALS, IN THE OPEN",06019,1997,t,175153,179171,,
"VEGETABLE TOTALS, IN THE OPEN",06019,1997,f,175153,179171,,
WHEAT,06019,1997,t,30796,37850,,
WHEAT,06019,1997,f,47702,55056,,
"WHEAT, SPRING",06019,1997,f,16906,17206,,
"WHEAT, SPRING, DURUM",06019,1997,f,16906,17206,,
"WHEAT, SPRING, DURUM",06019,1997,t,16906,17206,,
BARLEY,06021,1997,t,1070,1410,,
BARLEY,06021,1997,f,1070,1410,,
BEANS,06021,1997,f,6480,6480,,
"BEANS, DRY EDIBLE",06021,1997,f,6480,6480,,
"BEANS, DRY EDIBLE, (EXCL LIMA)",06021,1997,f,3828,3828,,
"BEANS, DRY EDIBLE, (EXCL LIMA)",06021,1997,t,3828,3828,,
"BEANS, DRY EDIBLE, LIMA",06021,1997,f,2652,2652,,
"BEANS, DRY EDIBLE, LIMA",06021,1997,t,2652,2652,,
CORN,06021,1997,f,20150,20150,,
"CORN, GRAIN",06021,1997,f,16449,16449,,
"CORN, GRAIN",06021,1997,t,16449,16449,,
"CORN, SILAGE",06021,1997,f,3701,3701,,
"CORN, SILAGE",06021,1997,t,3701,3701,,
COTTON,06021,1997,f,1046,1046,,
COTTON,06021,1997,t,1046,1046,,
CUCUMBERS,06021,1997,f,,190,,
CUCUMBERS,06021,1997,t,,190,,
GRASSES,06021,1997,f,389,389,,
GRASSES & LEGUMES TOTALS,06021,1997,f,2559,2559,,
"GRASSES & LEGUMES TOTALS, SEED",06021,1997,t,2559,2559,,
"GRASSES & LEGUMES TOTALS, SEED",06021,1997,f,2559,2559,,
"GRASSES, SUDANGRASS",06021,1997,f,389,389,,
"GRASSES, SUDANGRASS, SEED",06021,1997,t,389,389,,
"GRASSES, SUDANGRASS, SEED",06021,1997,f,389,389,,
HAY,06021,1997,f,21394,24233,,
"HAY, ALFALFA",06021,1997,t,14377,14377,,
"HAY, ALFALFA",06021,1997,f,14377,14377,,
HAYLAGE,06021,1997,t,3276,3336,,
HAYLAGE,06021,1997,f,3276,3336,,
"HAY, SMALL GRAIN",06021,1997,t,2987,5557,,
"HAY, SMALL GRAIN",06021,1997,f,2987,5557,,
"HAY, TAME",06021,1997,f,3637,3792,,
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",06021,1997,t,3637,3792,,
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",06021,1997,f,3637,3792,,
"HAY, WILD",06021,1997,t,393,507,,
"HAY, WILD",06021,1997,f,393,507,,
HORTICULTURE TOTALS,06021,1997,f,1201,1201,,
"HORTICULTURE TOTALS, (EXCL CUT TREES)",06021,1997,f,1201,1201,,
"HORTICULTURE TOTALS, (EXCL CUT TREES), IN THE OPEN",06021,1997,f,1201,1201,,
"HORTICULTURE TOTALS, (EXCL CUT TREES), IN THE OPEN",06021,1997,t,1201,1201,,
LEGUMES,06021,1997,f,1648,1648,,
"LEGUMES, CLOVER",06021,1997,f,1648,1648,,
"LEGUMES, CLOVER, LADINO",06021,1997,f,1648,1648,,
"LEGUMES, CLOVER, LADINO, SEED",06021,1997,f,1648,1648,,
"LEGUMES, CLOVER, LADINO, SEED",06021,1997,t,1648,1648,,
MELONS,06021,1997,f,,40,,
"MELONS, CANTALOUP",06021,1997,t,,6,,
"MELONS, CANTALOUP",06021,1997,f,,6,,
"MELONS, WATERMELON",06021,1997,t,,34,,
"MELONS, WATERMELON",06021,1997,f,,34,,
NURSERY TOTALS,06021,1997,f,,7,,
"NURSERY TOTALS, IN THE OPEN",06021,1997,f,,7,,
"NURSERY TOTALS, IN THE OPEN",06021,1997,t,,7,,
OATS,06021,1997,t,149,185,,
OATS,06021,1997,f,149,185,,
RICE,06021,1997,f,83300,83300,,
RICE,06021,1997,t,83300,83300,,
SAFFLOWER,06021,1997,f,909,1179,,
SAFFLOWER,06021,1997,t,909,1179,,
SORGHUM,06021,1997,f,497,497,,
"SORGHUM, GRAIN",06021,1997,f,497,497,,
"SORGHUM, GRAIN",06021,1997,t,497,497,,
SUNFLOWER,06021,1997,t,7583,7583,,
SUNFLOWER,06021,1997,f,7583,7583,,
TOMATOES,06021,1997,f,,2,,
"TOMATOES, IN THE OPEN",06021,1997,f,,2,,
"TOMATOES, IN THE OPEN",06021,1997,t,,2,,
VEGETABLE TOTALS,06021,1997,f,563,563,,
"VEGETABLE TOTALS, IN THE OPEN",06021,1997,f,563,563,,
"VEGETABLE TOTALS, IN THE OPEN",06021,1997,t,563,563,,
WHEAT,06021,1997,f,14730,17409,,
WHEAT,06021,1997,t,14730,17409,,
BEANS,06023,1997,f,,222,,
"BEANS, SNAP",06023,1997,t,,222,,
"BEANS, SNAP",06023,1997,f,,222,,
BEDDING PLANT TOTALS,06023,1997,f,,7,,
"BEDDING PLANT TOTALS, IN THE OPEN",06023,1997,f,,7,,
"BEDDING PLANT TOTALS, IN THE OPEN",06023,1997,t,,7,,
BEETS,06023,1997,f,,4,,
BEETS,06023,1997,t,,4,,
BERRY TOTALS,06023,1997,f,,61,,
BERRY TOTALS,06023,1997,t,,61,,
BLACKBERRIES,06023,1997,f,,2,,
"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES",06023,1997,f,,2,,
"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES",06023,1997,t,,2,,
BLUEBERRIES,06023,1997,f,,52,,
"BLUEBERRIES, TAME",06023,1997,f,,52,,
"BLUEBERRIES, TAME",06023,1997,t,,52,,
BROCCOLI,06023,1997,f,,10,,
BROCCOLI,06023,1997,t,,10,,
CABBAGE,06023,1997,f,,12,,
"CABBAGE, HEAD",06023,1997,t,,12,,
"CABBAGE, HEAD",06023,1997,f,,12,,
CARROTS,06023,1997,f,,4,,
CARROTS,06023,1997,t,,4,,
CAULIFLOWER,06023,1997,t,,2,,
CAULIFLOWER,06023,1997,f,,2,,
CORN,06023,1997,f,480,480,,
"CORN, SILAGE",06023,1997,t,480,480,,
"CORN, SILAGE",06023,1997,f,480,480,,
CUCUMBERS,06023,1997,f,,12,,
CUCUMBERS,06023,1997,t,,12,,
EGGPLANT,06023,1997,t,,2,,
EGGPLANT,06023,1997,f,,2,,
FLORICULTURE TOTALS,06023,1997,f,,177,,
"FLORICULTURE TOTALS, IN THE OPEN",06023,1997,t,,177,,
"FLORICULTURE TOTALS, IN THE OPEN",06023,1997,f,,177,,
GARLIC,06023,1997,t,,6,,
GARLIC,06023,1997,f,,6,,
HAY,06023,1997,f,4559,10054,,
"HAY, ALFALFA",06023,1997,f,1022,1104,,
"HAY, ALFALFA",06023,1997,t,1022,1104,,
HAYLAGE,06023,1997,f,3653,5170,,
HAYLAGE,06023,1997,t,3653,5170,,
"HAY, SMALL GRAIN",06023,1997,f,293,558,,
"HAY, SMALL GRAIN",06023,1997,t,293,558,,
"HAY, TAME",06023,1997,f,2734,6055,,
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",06023,1997,t,2734,6055,,
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",06023,1997,f,2734,6055,,
"HAY, WILD",06023,1997,t,510,2337,,
"HAY, WILD",06023,1997,f,510,2337,,
HERBS,06023,1997,f,,2,,
"HERBS, FRESH CUT",06023,1997,f,,2,,
"HERBS, FRESH CUT",06023,1997,t,,2,,
HORTICULTURE TOTALS,06023,1997,f,260,260,,
"HORTICULTURE TOTALS, (EXCL CUT TREES)",06023,1997,f,260,260,,
"HORTICULTURE TOTALS, (EXCL CUT TREES), IN THE OPEN",06023,1997,f,260,260,,
"HORTICULTURE TOTALS, (EXCL CUT TREES), IN THE OPEN",06023,1997,t,260,260,,
LETTUCE,06023,1997,f,,15,,
LETTUCE,06023,1997,t,,15,,
MELONS,06023,1997,f,,23,,
"MELONS, CANTALOUP",06023,1997,t,,13,,
"MELONS, CANTALOUP",06023,1997,f,,13,,
"MELONS, WATERMELON",06023,1997,t,,10,,
"MELONS, WATERMELON",06023,1997,f,,10,,
NURSERY TOTALS,06023,1997,f,,19,,
"NURSERY TOTALS, IN THE OPEN",06023,1997,t,,19,,
"NURSERY TOTALS, IN THE OPEN",06023,1997,f,,19,,
ONIONS,06023,1997,f,,4,,
"ONIONS, DRY",06023,1997,f,,4,,
"ONIONS, DRY",06023,1997,t,,4,,
PEAS,06023,1997,f,,2,,
"PEAS, GREEN",06023,1997,f,,2,,
"PEAS, GREEN, (EXCL SOUTHERN)",06023,1997,t,,2,,
"PEAS, GREEN, (EXCL SOUTHERN)",06023,1997,f,,2,,
POTATOES,06023,1997,f,359,359,,
POTATOES,06023,1997,t,359,359,,
PUMPKINS,06023,1997,t,,50,,
PUMPKINS,06023,1997,f,,50,,
RASPBERRIES,06023,1997,t,,1,,
RASPBERRIES,06023,1997,f,,1,,
SPINACH,06023,1997,f,,7,,
SPINACH,06023,1997,t,,7,,
SQUASH,06023,1997,f,,24,,
SQUASH,06023,1997,t,,24,,
STRAWBERRIES,06023,1997,t,,6,,
STRAWBERRIES,06023,1997,f,,6,,
SWEET CORN,06023,1997,t,,23,,
SWEET CORN,06023,1997,f,,23,,
TOMATOES,06023,1997,f,,22,,
"TOMATOES, IN THE OPEN",06023,1997,f,,22,,
"TOMATOES, IN THE OPEN",06023,1997,t,,22,,
"VEGETABLES, OTHER",06023,1997,f,,5,,
"VEGETABLES, OTHER, VEGETABLES",06023,1997,f,,5,,
"VEGETABLES, OTHER, VEGETABLES, OTHER",06023,1997,f,,5,,
"VEGETABLES, OTHER, VEGETABLES, OTHER",06023,1997,t,,5,,
VEGETABLE TOTALS,06023,1997,f,474,483,,
"VEGETABLE TOTALS, IN THE OPEN",06023,1997,t,474,483,,
"VEGETABLE TOTALS, IN THE OPEN",06023,1997,f,474,483,,
ARTICHOKES,06025,1997,f,,311,,
ARTICHOKES,06025,1997,t,,311,,
ASPARAGUS,06025,1997,f,,4953,,
ASPARAGUS,06025,1997,t,,4953,,
BEANS,06025,1997,f,1772,1872,,
"BEANS, DRY EDIBLE",06025,1997,f,1772,1872,,
"BEANS, DRY EDIBLE, (EXCL LIMA)",06025,1997,f,1772,1872,,
"BEANS, DRY EDIBLE, (EXCL LIMA)",06025,1997,t,1772,1872,,
BROCCOLI,06025,1997,f,,7000,,
BROCCOLI,06025,1997,t,,7000,,
CABBAGE,06025,1997,f,,647,,
"CABBAGE, HEAD",06025,1997,t,,647,,
"CABBAGE, HEAD",06025,1997,f,,647,,
CARROTS,06025,1997,t,,14255,,
CARROTS,06025,1997,f,,14255,,
CAULIFLOWER,06025,1997,t,,3015,,
CAULIFLOWER,06025,1997,f,,3015,,
CORN,06025,1997,f,3723,3723,,
"CORN, GRAIN",06025,1997,t,2660,2660,,
"CORN, GRAIN",06025,1997,f,2660,2660,,
"CORN, SILAGE",06025,1997,t,1063,1063,,
"CORN, SILAGE",06025,1997,f,1063,1063,,
COTTON,06025,1997,t,6058,6058,,
COTTON,06025,1997,f,6058,6058,,
"FIELD CROPS, OTHER",06025,1997,f,118,118,,
"FIELD CROPS, OTHER, FIELD CROPS",06025,1997,f,118,118,,
"FIELD CROPS, OTHER, FIELD CROPS, OTHER",06025,1997,f,118,118,,
"FIELD CROPS, OTHER, FIELD CROPS, OTHER",06025,1997,t,118,118,,
GRASSES,06025,1997,f,17032,17032,,
"GRASSES, BERMUDA GRASS",06025,1997,f,16774,16774,,
"GRASSES, BERMUDA GRASS, SEED",06025,1997,f,16774,16774,,
"GRASSES, BERMUDA GRASS, SEED",06025,1997,t,16774,16774,,
"GRASSES, SUDANGRASS",06025,1997,f,258,258,,
"GRASSES, SUDANGRASS, SEED",06025,1997,t,258,258,,
"GRASSES, SUDANGRASS, SEED",06025,1997,f,258,258,,
HAY,06025,1997,f,223434,224600,,
"HAY, ALFALFA",06025,1997,f,150896,152062,,
"HAY, ALFALFA",06025,1997,t,150896,152062,,
HAYLAGE,06025,1997,t,5913,5913,,
HAYLAGE,06025,1997,f,5913,5913,,
"HAY, TAME",06025,1997,f,72538,72538,,
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",06025,1997,t,72538,72538,,
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",06025,1997,f,72538,72538,,
HORTICULTURE TOTALS,06025,1997,f,2009,2009,,
"HORTICULTURE TOTALS, (EXCL CUT TREES)",06025,1997,f,2009,2009,,
"HORTICULTURE TOTALS, (EXCL CUT TREES), IN THE OPEN",06025,1997,f,2009,2009,,
"HORTICULTURE TOTALS, (EXCL CUT TREES), IN THE OPEN",06025,1997,t,2009,2009,,
LEGUMES,06025,1997,f,14889,14889,,
"LEGUMES, ALFALFA",06025,1997,f,14889,14889,,
"LEGUMES, ALFALFA, SEED",06025,1997,t,14889,14889,,
"LEGUMES, ALFALFA, SEED",06025,1997,f,14889,14889,,
LETTUCE,06025,1997,t,,25470,,
LETTUCE,06025,1997,f,,25470,,
MELONS,06025,1997,f,,14561,,
"MELONS, CANTALOUP",06025,1997,t,,11748,,
"MELONS, CANTALOUP",06025,1997,f,,11748,,
"MELONS, HONEYDEW",06025,1997,f,,629,,
"MELONS, HONEYDEW",06025,1997,t,,629,,
"MELONS, WATERMELON",06025,1997,f,,2184,,
"MELONS, WATERMELON",06025,1997,t,,2184,,
NURSERY TOTALS,06025,1997,f,,19,,
"NURSERY TOTALS, IN THE OPEN",06025,1997,t,,19,,
"NURSERY TOTALS, IN THE OPEN",06025,1997,f,,19,,
ONIONS,06025,1997,f,,7746,,
"ONIONS, DRY",06025,1997,t,,7746,,
"ONIONS, DRY",06025,1997,f,,7746,,
POTATOES,06025,1997,t,1465,1465,,
POTATOES,06025,1997,f,1465,1465,,
SQUASH,06025,1997,t,,68,,
SQUASH,06025,1997,f,,68,,
SUGARBEETS,06025,1997,t,35773,35773,,
SUGARBEETS,06025,1997,f,35773,35773,,
SWEET CORN,06025,1997,t,,4737,,
SWEET CORN,06025,1997,f,,4737,,
TOMATOES,06025,1997,f,,1057,,
"TOMATOES, IN THE OPEN",06025,1997,f,,1057,,
"TOMATOES, IN THE OPEN",06025,1997,t,,1057,,
"VEGETABLES, OTHER",06025,1997,f,,568,,
"VEGETABLES, OTHER, VEGETABLES",06025,1997,f,,568,,
"VEGETABLES, OTHER, VEGETABLES, OTHER",06025,1997,f,,568,,
"VEGETABLES, OTHER, VEGETABLES, OTHER",06025,1997,t,,568,,
VEGETABLE TOTALS,06025,1997,f,83917,87198,,
"VEGETABLE TOTALS, IN THE OPEN",06025,1997,t,83917,87198,,
"VEGETABLE TOTALS, IN THE OPEN",06025,1997,f,83917,87198,,
WHEAT,06025,1997,t,79874,79874,,
WHEAT,06025,1997,f,159094,159094,,
"WHEAT, SPRING",06025,1997,f,79220,79220,,
"WHEAT, SPRING, DURUM",06025,1997,t,79220,79220,,
"WHEAT, SPRING, DURUM",06025,1997,f,79220,79220,,
HAY,06027,1997,f,2611,2611,,
"HAY, ALFALFA",06027,1997,t,2611,2611,,
"HAY, ALFALFA",06027,1997,f,2611,2611,,
VEGETABLE TOTALS,06027,1997,f,8,8,,
"VEGETABLE TOTALS, IN THE OPEN",06027,1997,t,8,8,,
"VEGETABLE TOTALS, IN THE OPEN",06027,1997,f,8,8,,
BARLEY,06029,1997,t,9960,13085,,
BARLEY,06029,1997,f,9960,13085,,
BEANS,06029,1997,f,2642,2642,,
"BEANS, DRY EDIBLE",06029,1997,f,2642,2642,,
"BEANS, DRY EDIBLE, (EXCL LIMA)",06029,1997,t,2642,2642,,
"BEANS, DRY EDIBLE, (EXCL LIMA)",06029,1997,f,2642,2642,,
BEDDING PLANT TOTALS,06029,1997,f,,337,,
"BEDDING PLANT TOTALS, IN THE OPEN",06029,1997,f,,337,,
"BEDDING PLANT TOTALS, IN THE OPEN",06029,1997,t,,337,,
BERRY TOTALS,06029,1997,f,,20,,
BERRY TOTALS,06029,1997,t,,20,,
BOYSENBERRIES,06029,1997,f,,8,,
BOYSENBERRIES,06029,1997,t,,8,,
BROCCOLI,06029,1997,t,,400,,
BROCCOLI,06029,1997,f,,400,,
CABBAGE,06029,1997,f,,329,,
"CABBAGE, HEAD",06029,1997,t,,329,,
"CABBAGE, HEAD",06029,1997,f,,329,,
CARROTS,06029,1997,t,,55099,,
CARROTS,06029,1997,f,,55099,,
CORN,06029,1997,f,20988,20988,,
"CORN, GRAIN",06029,1997,t,3397,3397,,
"CORN, GRAIN",06029,1997,f,3397,3397,,
"CORN, SILAGE",06029,1997,t,17591,17591,,
"CORN, SILAGE",06029,1997,f,17591,17591,,
COTTON,06029,1997,f,266283,266283,,
COTTON,06029,1997,t,266283,266283,,
CUT FLOWERS & CUT CULTIVATED GREENS,06029,1997,f,,24,,
"CUT FLOWERS & CUT CULTIVATED GREENS, IN THE OPEN",06029,1997,f,,24,,
"CUT FLOWERS & CUT CULTIVATED GREENS, IN THE OPEN",06029,1997,t,,24,,
FOLIAGE PLANTS,06029,1997,f,,2,,
"FOLIAGE PLANTS, INDOOR USE",06029,1997,f,,2,,
"FOLIAGE PLANTS, INDOOR USE, IN THE OPEN",06029,1997,t,,2,,
"FOLIAGE PLANTS, INDOOR USE, IN THE OPEN",06029,1997,f,,2,,
GARLIC,06029,1997,t,,3230,,
GARLIC,06029,1997,f,,3230,,
GRASSES & LEGUMES TOTALS,06029,1997,f,321,321,,
"GRASSES & LEGUMES TOTALS, SEED",06029,1997,t,321,321,,
"GRASSES & LEGUMES TOTALS, SEED",06029,1997,f,321,321,,
HAY,06029,1997,f,106749,110694,,
"HAY, ALFALFA",06029,1997,t,95192,95600,,
"HAY, ALFALFA",06029,1997,f,95192,95600,,
HAYLAGE,06029,1997,t,9669,11504,,
HAYLAGE,06029,1997,f,9669,11504,,
"HAY, SMALL GRAIN",06029,1997,t,7426,10489,,
"HAY, SMALL GRAIN",06029,1997,f,7426,10489,,
"HAY, TAME",06029,1997,f,4131,4205,,
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",06029,1997,t,4131,4205,,
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",06029,1997,f,4131,4205,,
"HAY, WILD",06029,1997,t,,400,,
"HAY, WILD",06029,1997,f,,400,,
HORTICULTURE TOTALS,06029,1997,f,5094,5094,,
"HORTICULTURE TOTALS, (EXCL CUT TREES)",06029,1997,f,5094,5094,,
"HORTICULTURE TOTALS, (EXCL CUT TREES), IN THE OPEN",06029,1997,f,5094,5094,,
"HORTICULTURE TOTALS, (EXCL CUT TREES), IN THE OPEN",06029,1997,t,5094,5094,,
LEGUMES,06029,1997,f,321,321,,
"LEGUMES, ALFALFA",06029,1997,f,321,321,,
"LEGUMES, ALFALFA, SEED",06029,1997,f,321,321,,
"LEGUMES, ALFALFA, SEED",06029,1997,t,321,321,,
LETTUCE,06029,1997,f,,4445,,
LETTUCE,06029,1997,t,,4445,,
MELONS,06029,1997,f,,8627,,
"MELONS, CANTALOUP",06029,1997,t,,3028,,
"MELONS, CANTALOUP",06029,1997,f,,3028,,
"MELONS, HONEYDEW",06029,1997,t,,1721,,
"MELONS, HONEYDEW",06029,1997,f,,1721,,
"MELONS, WATERMELON",06029,1997,t,,3878,,
"MELONS, WATERMELON",06029,1997,f,,3878,,
NURSERY TOTALS,06029,1997,f,,3256,,
"NURSERY TOTALS, IN THE OPEN",06029,1997,t,,3256,,
"NURSERY TOTALS, IN THE OPEN",06029,1997,f,,3256,,
OATS,06029,1997,t,224,274,,
OATS,06029,1997,f,224,274,,
OKRA,06029,1997,t,,4,,
OKRA,06029,1997,f,,4,,
ONIONS,06029,1997,f,,9545,,
"ONIONS, DRY",06029,1997,t,,8543,,
"ONIONS, DRY",06029,1997,f,,8543,,
"ONIONS, GREEN",06029,1997,t,,1002,,
"ONIONS, GREEN",06029,1997,f,,1002,,
PEAS,06029,1997,f,,7,,
"PEAS, GREEN",06029,1997,f,,7,,
"PEAS, GREEN, (EXCL SOUTHERN)",06029,1997,t,,7,,
"PEAS, GREEN, (EXCL SOUTHERN)",06029,1997,f,,7,,
POTATOES,06029,1997,t,21692,21692,,
POTATOES,06029,1997,f,21692,21692,,
RASPBERRIES,06029,1997,t,,8,,
RASPBERRIES,06029,1997,f,,8,,
SAFFLOWER,06029,1997,t,5403,6287,,
SAFFLOWER,06029,1997,f,5403,6287,,
SOD,06029,1997,t,,993,,
SOD,06029,1997,f,,993,,
SORGHUM,06029,1997,f,303,303,,
"SORGHUM, GRAIN",06029,1997,t,303,303,,
"SORGHUM, GRAIN",06029,1997,f,303,303,,
SQUASH,06029,1997,t,,347,,
SQUASH,06029,1997,f,,347,,
SUGARBEETS,06029,1997,t,5240,5240,,
SUGARBEETS,06029,1997,f,5240,5240,,
SWEET CORN,06029,1997,t,,467,,
SWEET CORN,06029,1997,f,,467,,
TOMATOES,06029,1997,f,,3209,,
"TOMATOES, IN THE OPEN",06029,1997,t,,3209,,
"TOMATOES, IN THE OPEN",06029,1997,f,,3209,,
TURNIPS,06029,1997,f,,404,,
TURNIPS,06029,1997,t,,404,,
"VEGETABLES, OTHER",06029,1997,f,,37,,
"VEGETABLES, OTHER, VEGETABLES",06029,1997,f,,37,,
"VEGETABLES, OTHER, VEGETABLES, OTHER",06029,1997,f,,37,,
"VEGETABLES, OTHER, VEGETABLES, OTHER",06029,1997,t,,37,,
VEGETABLE TOTALS,06029,1997,f,88937,89533,,
"VEGETABLE TOTALS, IN THE OPEN",06029,1997,t,88937,89533,,
"VEGETABLE TOTALS, IN THE OPEN",06029,1997,f,88937,89533,,
WHEAT,06029,1997,t,54954,60355,,
WHEAT,06029,1997,f,56784,62185,,
"WHEAT, SPRING",06029,1997,f,1830,1830,,
"WHEAT, SPRING, DURUM",06029,1997,f,1830,1830,,
"WHEAT, SPRING, DURUM",06029,1997,t,1830,1830,,
BARLEY,06031,1997,f,8625,11135,,
BARLEY,06031,1997,t,8625,11135,,
BEANS,06031,1997,f,1161,1161,,
"BEANS, DRY EDIBLE",06031,1997,f,1161,1161,,
"BEANS, DRY EDIBLE, (EXCL LIMA)",06031,1997,t,1161,1161,,
"BEANS, DRY EDIBLE, (EXCL LIMA)",06031,1997,f,1161,1161,,
CORN,06031,1997,f,49425,49425,,
"CORN, GRAIN",06031,1997,t,13409,13409,,
"CORN, GRAIN",06031,1997,f,13409,13409,,
"CORN, SILAGE",06031,1997,t,36016,36016,,
"CORN, SILAGE",06031,1997,f,36016,36016,,
COTTON,06031,1997,t,197209,197209,,
COTTON,06031,1997,f,197209,197209,,
HAY,06031,1997,f,35453,38366,,
"HAY, ALFALFA",06031,1997,t,29882,29882,,
"HAY, ALFALFA",06031,1997,f,29882,29882,,
HAYLAGE,06031,1997,f,14953,16044,,
HAYLAGE,06031,1997,t,14953,16044,,
"HAY, SMALL GRAIN",06031,1997,f,5571,8484,,
"HAY, SMALL GRAIN",06031,1997,t,5571,8484,,
HORTICULTURE TOTALS,06031,1997,f,1590,1590,,
"HORTICULTURE TOTALS, (EXCL CUT TREES)",06031,1997,f,1590,1590,,
"HORTICULTURE TOTALS, (EXCL CUT TREES), IN THE OPEN",06031,1997,f,1590,1590,,
"HORTICULTURE TOTALS, (EXCL CUT TREES), IN THE OPEN",06031,1997,t,1590,1590,,
MELONS,06031,1997,f,,1769,,
"MELONS, CANTALOUP",06031,1997,t,,1149,,
"MELONS, CANTALOUP",06031,1997,f,,1149,,
"MELONS, HONEYDEW",06031,1997,t,,620,,
"MELONS, HONEYDEW",06031,1997,f,,620,,
OATS,06031,1997,t,344,356,,
OATS,06031,1997,f,344,356,,
SAFFLOWER,06031,1997,t,15573,17753,,
SAFFLOWER,06031,1997,f,15573,17753,,
SUGARBEETS,06031,1997,t,2044,2044,,
